"name","item"
"Ranaji Special Butter Chole Kulche","Cheese Chole Kulche"
"Apple bite","Cheese Chilly"
"Royal Chicken","Cheese Chilly"
"A 1 Vijay Dhaba","Cheese Chilly"
"Hokart - Bombay Sandwich","Cheese Chilli Toast"
"Hokart - Bombay vada pav & sandwich","Cheese Chilli Sandwich"
"NIKKU VEG THALI","Cheese Chilli Sandwich"
"kripith cafe","Cheese Chilli Sandwich"
"Deepak Dhaba","Cheese Chilli Gravy"
"Swastik Dhaba","Cheese Chilli Gravy"
"Jay Ganesh South Indian Food","Cheese Chilli Garlic Uttapam"
"Pressman's Sandwiches","Cheese Chili Corn (v) (spicy)"
"khichdi eat's","Cheese Butter Masala Khichdi"
"Meal In A Box","Cheese Butter Masala & Roti Combo"
"Sizzling Pizza","Cheese Burst Sizzling Pizza"
"Red Oven Pizza","Cheese Burst"
"D And C Frankie","Cheese Burst"
"Sandwich caffe","Cheese Burst"
"Praful Mithai Ghar","Cheese Burger Petish (1 Pc)"
"Dilkhush Chicken Dabeli","Cheese Burger"
"Shree Karnavati Fast Food","Cheese Burger"
"JAI SAI DOSA CORNER","Cheese Burger"
"Shree Bankey Bihari Misthan Bhandar","Cheese Burger"
"Idli Widli","Cheese Burger"
"Cafe Connect","Cheese Burger"
"Brothers Burger","Cheese Burger"
"Hunger Island","Cheese Burger"
"Jonas Cafe","Cheese Burger"
"Selection Point","Cheese Burger"
"A.T.W.","Cheese Burger"
"K3 Food Corner","Cheese Burger"
"Aagrah Restaurant","Cheese Burger"
"Karnavati Dabeli Vadapav Center","Cheese Burger"
"chacha sweets house","Cheese Burger"
"Sansar pizza farm","Cheese Burger"
"Chai Battalion","Cheese Burger"
"What'a pizza","Cheese Burger"
"Sandeep Dosa And Fast Food Corner","Cheese Burger"
"Bombay Pav Bhaji And Bhel Puri Since 1996","Cheese Burger"
"Chat-Pataa's Eggeteria","Cheese Burger"
"Agra Chaat Bhandar","Cheese Burger"
"Black Desire Cafe & Ice cream Parlor","Cheese Burger"
"Ladli Fast Food","Cheese Burger"
"Handcrafted Grills","Cheese Burger"
"GUPTAJI DOMIN'S PIZZA OUTLET","Cheese Burger"
"Chopra's Fast Food","Cheese Burger"
"LUV BITES BAKERY","Cheese Burger"
"RAJWADA","Cheese Burger"
"Grill'd N More","Cheese Burger"
"Maggi point","Cheese Burger"
"Biggy Buns","Cheese Burger"
"Mahesh Restauarant","Cheese Burger"
"Mahi Cafe","Cheese Burger"
"Bholla Pav Bhaji","Cheese Burger"
"Queen's Kitchen","Cheese Burger"
"Manek Fast Foods","Cheese Burger"
"The Tinkoniya Restaurant","Cheese Burger"
"Mba Chai Wala","Cheese Burger"
"Gagz Food Point","Cheese Burger"
"The Sassy Spoon","Cheese Burger"
"Pizza Plaza","Cheese Burger"
"The Pizza Point","Cheese Burger"
"The pizza fire","Cheese Burger"
"Pie Cafe","Cheese Burger"
"Petu Ram Restaurant","Cheese Burger"
"Desserts and More","Cheese Burger"
"Murliwala Sweets & Bakers","Cheese Burger"
"Nainital Fast Food","Cheese Burger"
"Om Sai Dosa Corner And Fast Food Center","Cheese Burger"
"Taste Maker cloud kitchen","Cheese Buns"
"JD'S Shawarma","Cheese Bread Shawarma"
"Classic Rolls","Cheese Blast Roll"
"Frankie Studio","Cheese Blast Frankie"
"Frankie On Fire Raipur","Cheese Blast"
"Arpit Ragada Pettice","Cheese Bhel"
"Rasna Sweets & Farsan","Cheese Bhel"
"Pratap Bhajipav & Pulav-Karamsad Crossing","Cheese Bhaji Pav (1 Pc)"
"Kaka Na Bhungra Bataka","Cheese Bataka"
"The Rookies Kitchen","Cheese Ball Wrap"
"CHICKEN SHAWARMA ROLL","Cheese and Creamy Shawarma Roll"
"STC Food Corner","Cheese & Corn Nuggets"
"Pizza Street","Cheese"
"Badri SnackS","Cheese"
"Vansh Fast Food","Chees Handvo (Butter) [200 Gm]"
"Shree Raj Fast Food Center","Chees Garlic Plain Dosa Butter"
"Hobby Kitchen","Chatpati Bhel"
"City Popcorn Center","Chat Popcorn"
"Jai Nageshwari Pauva And Fast Food","Chat Masala Boondi"
"Nidhi Biryani House","Charyparam Chicken"
"ALI BHAI KITCHEN","Chappathi"
"Oonu Ready","Chappathi"
"Ambica Dughdhalay","Chappanbhog Matho"
"Sonu Tandoori Paties","Chapatti Patties"
"CHAPATHI FACTORY","Chapati 2"
"Chavishtha Nonveg No.1","Chapati"
"AMRITSARI ROYAL PARATHA","Chapati"
"GINGER EXPRESS","Chapati"
"PURPLE SKY","Chapati"
"Kuttanadan Restaurant","Chapati"
"GOLDEN CAFEN AND RESTURA","Chapati"
"Halal Food Court","Chapati"
"Egg Adda","Chapati"
"Amantran Restaurant","Chapati"
"AM New Punjab Food Corner","Chapati"
"Pandharis Misal House","Chapati"
"Jugaad Nights","Chapati"
"Tuljai Swaypak Ghar","Chapati"
"FOOD BABA","Chapati"
"The Mylapore Cafe","Chapati"
"Hotel Rana Veg Non Veg Restaurant","Chapati"
"Hotel Pingara","Chapati"
"Hotel Palkhi Veg Restaurant","Chapati"
"Bijee's kitchen","Chapati"
"Roti & Boti Family Resto","Chapati"
"Sarathi Kitchen","Chapati"
"Maanikya Military Hotel","Chapati"
"LALA CHICKENWALA","Chapati"
"Sunrise tiffin cafe & juice center","Chapati"
"Hotel Mau Chinese","Chapati"
"Hotel Madhavi","Chapati"
"Annapurna's 540 West Rest'O'Bar","Chapati"
"MEZBAN FOOD POINT","Chapati"
"Aaswad Pure Veg","Chapati"
"SURABHI NUTRACEUTICALS AND COSMETICS","Chapati"
"CHATKEL KOMBDA CHICKEN CURRY HOUSE","Chapati"
"Saritha's Recipes","Chapathi 3 No"
"Sri srinivasa pork hotel","Chapathi (2 Pcs)"
"BOOTS NATARAJ'S MULTICUISINE RESTAURANT","Chapathi"
"HUNGRY LA restaurant","Chapathi"
"FAST FOOD ADDA","Chapathi"
"Rahmath Restaurant","Chapathi"
"Balaji Restaurant","Chapathi"
"Manchatti Magic Kitchen - For Healthy & Homemade Foods","Chapathi"
"Raghavendra Hotel","Chapathi"
"Chaitu's Kitchen","Chapathi"
"KRISHNAS S L V HOTEL","Chapathi"
"GOURMET ON THE GO","Chapathi"
"SBR DONNE BIRIYANI","Chapathi"
"Chai","Chapathi"
"Namma Manne Thindi","Chapathi"
"Kebarbiq - Grill your Hunger","Chapathi"
"Sera's Cuisine","Chapathi"
"S L V HOTEL","Chapathi"
"Yummkeralam","Chapathi"
"SHIVAJI NATI STYLE","Chapathi"
"Jaisri bojanalayaa","Chapathi"
"Meetho","Channa Dal"
"Bharawan Da Dhaba (City Centre)","Chana Masala"
"Al Nizami Restaurant","Chana Masala"
"Eat Punjab","Chana Masala"
"Green Point Restaurant","Chana Masala"
"Rajdeep Family Restaurant","Chana Masala"
"Rajbhog","Chana Masala"
"Old Mahadev Dhaba","Chana Masala"
"Gour Nitai Veg Restaurent","Chana Masala"
"Ladli Restaurant","Chana Masala"
"Veg Palace","Chana Masala"
"Punjab Da Swad","Chana Masala"
"Marwari Rasoi by Hotel Marwari","Chana Masala"
"Gauri Shankar & Sons (Rialto Chowk)","Chana Masala"
"Tadka Snaggy Point","Chana Masala"
"Aditi Foods","Chana Masala"
"Achman Foods (Bhagwan Talkies)","Chana Masala"
"Shree Khodiyar Kathiyawadi Dhaba","Chana Masala"
"Meera Tiffin Service","Chana Masala"
"Aatithya Food Court","Chana Masala"
"Dasaprakash","Chana Masala"
"Mewad Restaurant","Chana Masala"
"Hotel Adarsh Desi Vilayti Restaurant","Chana Masala"
"Khana Khazana","Chana Masala"
"Shree Marutinandan","Chana Masala"
"Hotel Angel","Chana Masala"
"Deepak Restaurant and Sweets","Chana Masala"
"The Red Dot","Chana Masala"
"shree kali krupa restaurant","Chana Masala"
"Bowls Of Aahara","Chana Masala"
"Hotel Rambharose","Chana Masala"
"HOTEL SHIDORI","Chana Masala"
"SCRATCH","Chana Masala"
"Mr Mirchilal Samosa","Chana Masala"
"Parathawala.In","Chana Masala"
"Deviram Food Circle","Chana Masala"
"PARATHA FUSION","Chana Masala"
"Didi Homed Tiffin Services","Chana Masala"
"Sharma Bhojnalay","Chana Masala"
"Nandini Swadista Loka","Chana Masala"
"The Gyan Jee's","Chana Masala"
"Azad Halwai & Restaurant","Chana Masala"
"Azad Sweets & Restaurant","Chana Masala"
"Shri Mahaveer Dhaba","Chana Masala"
"Brothers Dhaba","Chana Masala"
"Zafraan Snack Shop","Chana Masala"
"The Food Heist","Chana Masala"
"Janpath Hotel","Chana Masala"
"Zaitoon","Chana Masala"
"Om Shakti-The Garden Restaurant","Chana Masala"
"BABA CHICKEN","Chana Masala"
"Novelty Sweets","Chana Masala"
"EFFUSION CAMPING SITE","Chana Masala"
"Inbox","Chana Masala"
"Shree Ashapura Bhajipav","Chana Masala"
"Choudhary Pavitra bhojanlaya","Chana Masala"
"Umang vaishno dhaba and juice bar","Chana Masala"
"Gyan Vaishno Bhojanalaya","Chana Masala"
"BANOFFEE","Chamomile Tea"
"Mr. Franky","Chaat Chatpata Quesadilla"
"Shyamji's Chole Bhature","Chaas"
"MADHWA DHABA","Chaap Masala"
"Vadilal Ice Creams","Cassatta Slice (150Ml"
"Mamta Sweets","Cassata Pastry"
"THE TINY BAKERY","Cassata Pastry"
"Bateel","Cassandra Gold Ballotin Small Sq (315 Gms)"
"PHULKA","Carrot Halwa"
"Pork & Pepper","Carrot Halwa"
"Zen Cafe","Carrot Cake"
"Green Blood Juice Center","Carrot and Beetroot Juice (200 ml)"
"Sicily","Carbonara Pasta"
"CAKE KOHINOOR","Caramel Red Velvet Cake[450g]"
"Connie's Steakhouse","Caramel Custard"
"ITC Sunfeast Baked Creations","Caramel Cold Coffee"
"CAFE 49","Caramel"
"Nescafe","Caramel"
"JV FOODS","Capsicum Pizza"
"Pizza Inn","Capsicum & Paneer Pizza [7inches]"
"Tandoor Pizzas By Gravies","Capsicum"
"Morok-O-Pizza","Capsicm + Tomato"
"Theobroma","Cappuccino"
"Sushi Yammi","California Cream Cheese [8 Pieces]"
"Abhiraj Pan","Calcutta Pan [120]"
"Ashok Pan House (Sheeba)","Calcutta 135 Pan"
"Ashok Pan House ( HL Collage Road - Since 1960 )","Calcutta 120 Pan"
"Sherowali Sweets and Fast Food","Cake White Forest"
"Enchante By Chai Point","Cake Rusk"
"Peppy Parathas & Rolls By Chai Point","Cake Rusk"
"IceBreakers Ice Creams","Cake Fudge Sundae"
"Wicked Brownies","Cake Fudge Sundae"
"Ice Corner","Cake Fudge Sundae"
"Let s Smooch","Cake Fudge Sundae"
"Ministry of Ice Creams","Cake Fudge Sundae"
"The Baking Co. ( By Elchico)","CAKE 300GM CHOCO CHIP"
"MKOP","Cafe Frappe"
"Greens and Beans","Cafe Frappe"
"Fresh Pressery Cafe","Caesar Salad"
"The Project Cafe","Caesar Salad"
"Toscano","Caesar Salad"
"Handmade by Flayvor Co.","Caesar Salad"
"Mishmash","Caesar Salad"
"CHARLIE CHAPLINE LAVEGANO","Caesar Salad"
"FEEDING FLOCKS","Caesar Salad"
"Marcopolo cafe Koramangala","Caesar Salad"
"MERHABA TURKISH CUISINE","Caesar Salad"
"Hideaway cafe","Caesar Salad"
"Prem Mewada Ice Cream","Cadbury Cold Coco"
"Monginis - Cannought","Butterscotch Pastry"
"Atlantic Foods","Butterscotch Pastry"
"Chitale Ice Cream","Butterscotch Ice Cream 500ml Tub"
"Cake Time","Butterscotch Cake [500gm]"
"Piece Of Cake","Butterscotch Cake [1 Pound]"
"Veera cake n bake","Butterscotch Cake (500 gms)"
"Bhagwaan Store","Butterscotch Cake (500 gms)"
"TGB Cafe'n Bakery","Butterscotch Cake (500 gms)"
"TGB Cafe N Bakery","Butterscotch Cake (500 gms)"
"Shankar Cake World","Butterscotch Cake (500 gms)"
"Cake's Den","Butterscotch Cake (1 Pound)"
"Sweet Cake Palace","Butterscotch Cake (1 Pound)"
"Royal Max Bakery","Butterscotch Cake"
"Oven Fresh","Butterscotch Cake"
"Royal Max - Sakchi","Butterscotch Cake"
"The Big Bun","Butterscotch Cake"
"Chatpata Cake Corner","Butterscotch Cake"
"MOTHER'S BAKERY","Butterscotch Cake"
"Kekiz-The Cake Shop","Butterscotch Cake"
"scoop & Dollop","Butterscotch"
"DELIGHT  CORNER","Butterscotch"
"Now For Ever","Butterscotch"
"Waffos  Treeat","Butterscotch"
"THUBE JUNCTION(DREAM CAFE)","Butterscotch"
"Bakers Square","Butterscotch"
"Mr. Bakerr","Butterscotch"
"Priya Cafe","Butterscotch"
"EDR Cafe","Butterscotch"
"LASSI CORNER","Butterscotch"
"The Perfect Bun","Butterscotch"
"PRASANN BAKERY & CAKE SHOP","Butterscotch"
"shambhu's coffee bar","Butterscotch"
"Garden hub","Butterscotch"
"Veggie Square","Butterscotch"
"BeyondBytes","Butterscotch"
"JUICE JOINT","Butterscotch"
"Annapurna Pav Bhaji & Pulav","Buttermilk"
"Amruti'S Gruh Udhyog","Buttermilk"
"The Simply Salad","Buttermilk"
"Biryani house","Buttermilk"
"Momo Shomo","Buttered Chicken Chesse Gyoza Momos (6 Pcs)"
"Aii Shree Khodiyar Nasta House","Butter Vada Pav"
"Rajavadi Bhojnalay","Butter Tawa Roti"
"La Tasty Sevusal","Butter Sev Usal"
"Pajji Da Lassi","Butter Scoth Ice Cream Lassi [1 Scoop Ice Cream]"
"Momos grill","Butter Scoteh Brick 750ml"
"Cake N Chef","Butter Scotch Pastry"
"Special Khoya Kulfi","Butter Scotch Cup"
"Roll king","Butter Scotch Cup"
"Amritsari kulfi","Butter Scotch Cup"
"Jay Bhavani Dryfruit Dish Gola","Butter Scotch Cream Mava Malai (Without Dry Fruit)"
"Churroz","Butter Scotch Cream"
"BAKING LOVE BY ANITA","Butter Scotch Cake"
"Allahabad cakes and bakery","Butter Scotch Cake"
"Satkar Pastries","Butter Scotch Cake"
"Kanha Cakes","Butter Scotch Cake"
"A Milky Way Cakes","Butter Scotch Cake"
"Cake Super","Butter Scotch Cake"
"Jain Bakery/jain confectioners","Butter Scotch Cake"
"Sherowali Snacks and Bakery","Butter Scotch Cake"
"CAKELAYNER","Butter Scotch Cake"
"Mithilesh Cake Confectionary","Butter Scotch Cake"
"New Famous Bakery","Butter Scotch Cake"
"Parklane Takeaway","Butter Scotch Butter Cream Cake [1kg]"
"Saket Cake Shop","Butter Scotch [500gm]"
"Shakes Of House","Butter Scotch"
"french classical bakery and pastry","Butter Scotch"
"Frosty Frills","Butter Scotch"
"Hotel Nishant Inn","Butter Scotch"
"Tavva's Land","Butter Scotch"
"Fryer Story","Butter Scotch"
"The Cafe Town","Butter Scotch"
"Havmor Havfunn Ice cream","Butter Scotch"
"Snax","Butter Scotch"
"Fresh Mart","Butter Scotch"
"The Great Ashok","Butter Scotch"
"Havmor Havfunn ice cream","Butter Scotch"
"Fresh snacks cafe","Butter Scotch"
"Fast & Foodious","Butter Scotch"
"Havmor Havfunn","Butter Scotch"
"Shreeji Sandwich Center","Butter Sandwich Veg"
"GOPAL HOTEL","Butter Roti (Per Pc)"
"Maratha Raje","Butter Roti"
"Blue Berry Restaurant","Butter Roti"
"Masala Bowl Multicusine Restaurant","Butter Roti"
"Garmaa Garma","Butter Roti"
"Baba Egg Zone","Butter Roti"
"CHATHATAK (A COMPLETE TRIBAL FOOD)","Butter Roti"
"Maysoor","Butter Roti"
"Shree Jalaram Parotha House","Butter Roti"
"Golden Restaurant","Butter Roti"
"Sorath Kathiyavadi Zayko","Butter Roti"
"Darbar Fry Center","Butter Roti"
"Radhe Kathiyawadi Thali","Butter Roti"
"Kitchen Rangoli","Butter Roti"
"Sonu Egg Center & Sonu Snacks Baar","Butter Roti"
"Uncle Tiffin","Butter Roti"
"Hot and Crispy","Butter Roti"
"Pork Lovers","Butter Roti"
"The Sizzling swad","Butter Roti"
"Shree Radhey foods","Butter Roti"
"Shivam tiffin service","Butter Roti"
"Khamma ghani sa","Butter Roti"
"The Royale Eatery","Butter Roti"
"The Queens Cloud Restaurant","Butter Roti"
"DELHI RASOI HOTEL","Butter Roti"
"KAY VEE NON VEG FOOD COURT","Butter Roti"
"Kareem's Chinese","Butter Roti"
"Sardar G Malai Chaap Junction","Butter Roti"
"TAWA ON CLOUD","Butter Roti"
"Desi-Videsi","Butter Roti"
"Sasta khao acha khao","Butter Roti"
"Rajasthani Pavitra Bhojnalaya","Butter Roti"
"Kailash Omlet Center","Butter Roti"
"MAGTAN FOODS AND BEVERAGES","Butter Roti"
"Indian Cafe","Butter Roti"
"bapa sitaram kathiyawadi hotel","Butter Roti"
"Food Library Express Delivery","Butter Roti"
"Mr.Kutchhi","Butter Roti"
"HOUSE OF COMMONS","Butter Roti"
"The Lajawab Tawa Fry","Butter Roti"
"Jugaadi Foods","Butter Roti"
"THAR the taste of Rajasthan","Butter Roti"
"Tulsi Fast Food","Butter Roti"
"Dhishoom -Dhaba by Salt","Butter Roti"
"Lush Restocafe","Butter Roti"
"Pankhuri Restaurant","Butter Roti"
"Broadway - The Gourmet Theatre","Butter Roti"
"Brooks and Bonds Brewery","Butter Roti"
"Nagarjuna","Butter Roti"
"Indian Kitchen By Sky Grill","Butter Roti"
"Dining Junction","Butter Roti"
"Disha'S Ghar Ka Khana","Butter Roti"
"Hyderabadi Biryani Store","Butter Roti"
"The Grill House","Butter Roti"
"Chilly Chatkara","Butter Roti"
"Zaatar Restaurant","Butter Roti"
"67 Restaurant","Butter Roti"
"New R.K Kailash Omlet Center","Butter Roti"
"Spice Up","Butter Roti"
"Rubal chicken express","Butter Roti"
"Spice Heritage Restaurant","Butter Roti"
"Amritsari Kulcha Land","Butter Roti"
"Swaminarayan dining hall","Butter Roti"
"Kumar'S","Butter Roti"
"Royal Punjab Paratha","Butter Roti"
"S G Highway Egg Point","Butter Roti"
"Blake Pepper","Butter Roti"
"Balaji Tiffin ( Sunshine Enterprises)","Butter Plain Dosa"
"Samosa Singh","Butter Pav Bhaji"
"Royale Rolls","Butter Paneer Roll"
"The Kathi Co","Butter Paneer Roll"
"ONEBOX","Butter Paneer Rice Bowl"
"Yadav Dhaba","Butter Paneer Masala (y.d)"
"Baked Madness","Butter Paneer Masala - 450 Gm"
"DOSA HOUSE","Butter Paneer Dosa"
"HOTEL Z SQUARE","Butter Nan"
"Old Mohan Murge Wala","Butter Naan"
"Pappu Hotel","Butter Naan"
"Bawa Chicken","Butter Naan"
"Spring Roll Mania","Butter Naan"
"Bawarchee","Butter Naan"
"Taste Of Tongue","Butter Naan"
"Dehat City","Butter Naan"
"Food Fusion","Butter Naan"
"Seven Ate Nine","Butter Naan"
"Hotel Classy Inn","Butter Naan"
"Punjab Mail","Butter Naan"
"SALT AND PEPPER FOODS","Butter Naan"
"Chicken ustad","Butter Naan"
"Sheeba Delicious","Butter Naan"
"Midnight Chakhnas","Butter Naan"
"Fast Food Hub","Butter Naan"
"Chawlas 2","Butter Naan"
"Chaman Family Restaurant","Butter Naan"
"Zaitoon Restaurant","Butter Naan"
"Balla's Spice Touch","Butter Naan"
"Superior Chick-inn","Butter Naan"
"Angaara Bhatti","Butter Naan"
"PUNJABI HOTEL","Butter Naan"
"Eat well in","Butter Naan"
"Punjabi Fry Center","Butter Naan"
"shere punjab veg","Butter Naan"
"Tandoori Mehfil","Butter Naan"
"Family Choice Restaurant","Butter Naan"
"Indie Grill","Butter Naan"
"Meal Centre","Butter Naan"
"Lion Bar Cum Restaurant","Butter Naan"
"Nazeer Foods","Butter Naan"
"Neelkamal Restaurant","Butter Naan"
"Suraj Fast Food","Butter Naan"
"High Street","Butter Naan"
"New Agra Fast Food & Restaurant","Butter Naan"
"Kolkata Biryani Restaurant","Butter Naan"
"Bade Bhai ka Brothers Dhaba","Butter Naan"
"Laal Chutney","Butter Naan"
"NH 2 DHABA","Butter Naan"
"The Turmerik Kitchen (Iso 9001-14001 Co.)","Butter Naan"
"Kudoz Cafe & Restro","Butter Naan"
"56 Bhog","Butter Naan"
"ROASTED BITES","Butter Naan"
"Mad Over Grills","Butter Naan"
"Prince restaurant","Butter Naan"
"Door Ka Tandoor","Butter Naan"
"Lovely Champ","Butter Naan"
"The Fat Lala","Butter Naan"
"The Urban Masala","Butter Naan"
"RRV HOTEL","Butter Naan"
"Sab Kabab","Butter Naan"
"Jai Shree Shankar Punjabi Dhaba","Butter Naan"
"Amma aahar family restaurant veg and nonveg","Butter Naan"
"Tadka","Butter Naan"
"BOX 80","Butter Naan"
"baseraa dhaba","Butter Naan"
"DESI CAFE AGRA","Butter Naan"
"Pherlo Pherlo Chicken","Butter Naan"
"The Pink Door By Parosa","Butter Naan"
"SWAAD SUKHAM","Butter Naan"
"Haldi Restaurant","Butter Naan"
"Sultans of Spice","Butter Naan"
"The Chicken Hub Restro","Butter Naan"
"Alwar Hotel The Real Tatse","Butter Naan"
"Roohi by Flayvor Co.","Butter Naan"
"Barjorjis Bhojan","Butter Naan"
"Mamma Rotti Family Restaurant","Butter Naan"
"Kadala Mane","Butter Naan"
"Un-Curry By Data Inn","Butter Naan"
"Hotel Taj Heights","Butter Naan"
"Isha cafe restaurant","Butter Naan"
"Raja Chick Chicken","Butter Naan"
"Sindh Punjab Dhaba","Butter Naan"
"Motu Chicken","Butter Naan"
"Delhi Special Samosa","Butter Naan"
"Manoj Fast Food","Butter Naan"
"Yadgar Biryani & Roll House","Butter Naan"
"Yajmaan Restaurant","Butter Naan"
"Yalla Yalla (Gajanan Mandir Road)","Butter Naan"
"Nightlecious","Butter Naan"
"KHALASA PUNJABI HOTEL","Butter Naan"
"KHALSA PUNJABI HOTEL","Butter Naan"
"Lucky Vaishno Dhaba","Butter Naan"
"Pure Punjabi Dhaba","Butter Naan"
"Mughlai Kitchen","Butter Naan"
"GMB - Gopika Sweets & Restaurant","Butter Naan"
"The Kebabish","Butter Naan"
"Ashirvad Shakahari Bhojnalaya","Butter Naan"
"Old Town","Butter Naan"
"Papa Chicken","Butter Naan"
"Shama Dhaba","Butter Naan"
"Manoj Kake Di Hatti","Butter Naan"
"Same Place","Butter Naan"
"The City Cheff","Butter Naan"
"FISHOLOGY","Butter Naan"
"Punjabi Tadka","Butter Naan"
"Good Times Restaurant","Butter Naan"
"Bhullar S Butter Chicken Co.","Butter Naan"
"Taran Sagar","Butter Naan"
"Dum Shahi","Butter Naan"
"Chak De Biryani","Butter Naan"
"RATAN BHOJNALAY","Butter Milk [1 Glass]"
"Masaala Matka","Butter Milk"
"Jalaram","Butter Milk"
"Ganesh Dining Hall","Butter Milk"
"The Punjabi Food Junction","Butter Milk"
"Pearl Restaurant","Butter Milk"
"Paratha Hub","Butter Milk"
"Avani'S Food","Butter Milk"
"Janta Paratha","Butter Milk"
"Sher-E-Punjab Dhaba","Butter Milk"
"Dakshini24","Butter Milk"
"Maharaj Bhajipav & Pulav (Manekchowk Wala)","Butter Milk"
"Breakfast eatery","Butter Milk"
"Paratha Dhaba","Butter Milk"
"Hotel Anand Corner","Butter Milk"
"Krishna Food","Butter Milk"
"Granny s Kitchen","Butter Milk"
"SRI VENKATESHWARA NORTH KARNATAKA JOLADA ROTI HOTEL","Butter Milk"
"Bong Sweet & Fast Food","Butter Milk"
"Lazeez grill restaurant Non veg","Butter Milk"
"Bengaluru Naati Point","Butter Milk"
"Food & Foodies","Butter Milk"
"VAISHNAVI JUICE AND SNACKS","Butter Milk"
"Brothers Brand","Butter Milk"
"Aarambh Kitchen","Butter Milk"
"Golden Biryani","Butter Milk"
"marwadi tadka wala","Butter Milk"
"Malabar Restaurant","Butter Milk"
"We Desi Fry Center","Butter Milk"
"Biryani Kitchen & Bengali Sweet","Butter Milk"
"Veg Express","Butter Milk"
"R B Dhosa","Butter Milk"
"Lucky Fast Food","Butter Milk"
"Mama'S Kitchen","Butter Milk"
"Mumbai Tiffin","Butter Milk"
"Giranar Kathiyavadi Restaurant","Butter Milk"
"Shree Gajanand Fast Food","Butter Milk"
"007 Fast Food And Cafe","Butter Milk"
"Neelkamal Snacks & Coffee Bar","Butter Milk"
"RRR LASSI ND SHAKES","Butter Milk"
"Nandu'S Egg Mark","Butter Milk"
"Shree Swaminarayan Food Center","Butter Milk"
"Raj Omlet Center","Butter Milk"
"The House Cafe","Butter Milk"
"Shobha Foods","Butter Milk"
"Satnam Dalpakvan & Nasta Center","Butter Milk"
"South Cafe","Butter Milk"
"Hokart - Sri Balaji Chats Chole Kulche","Butter Milk"
"Delhi Jaipur Express Kitchen","Butter Milk"
"Jignasa Food","Butter Milk"
"Raj Fast Food","Butter Milk"
"With Us","Butter Milk"
"Rajasthani Dal Bati","Butter Milk"
"Rasoi Ghar Restaurant","Butter Milk"
"Sri Durga Foods","Butter Milk"
"Sree Krishna Kafe","Butter Milk"
"MH09","Butter Milk"
"Nishat Restaurant Tawa Fry","Butter Milk"
"Hot Pot - Hotel Epsilon","Butter Milk"
"R. B. Dosa","Butter Milk"
"Desi Taste Restaurant","Butter Milk"
"Lalaji Dilliwale","Butter Milk"
"Marwadi Chaat  Tiffin Services","Butter Milk"
"Nandhana Palace","Butter Milk"
"GULSHAN KA DHABA","Butter Milk"
"Asli Madrasi Dosa","Butter Masala Dosa (served with sambar and chutney)"
"Shree Nityanand Dosa","Butter Masala Dosa"
"SOUTH INDIAN FOOD CORNER","Butter Masala Dosa"
"Davanagere Benne Dose Ruchi","Butter Masala Dosa"
"New 99 Dosa Corner","Butter Masala Dosa"
"Kartikey South Indian","Butter Masala Dosa"
"IS Cafe","Butter Masala Dosa"
"Egg World","Butter Masala Boil"
"DAVANAGERE BENNE DOSE","Butter Masala"
"Jay Rajeshwari","Butter Maggi"
"Prajapati Live Handvo And  Maggi","Butter Maggi"
"Fun Point","Butter Kulcha"
"Shiv Shankar Makai Center","Butter Khichu"
"Maninagar Food Center","Butter Grill Dabeli"
"Raju Omlet ( Mota Bazar )","Butter Green Boil Tikka ( Gravy)."
"Food Springs","Butter Garlic Rice"
"Puff Station","Butter Garlic Puff"
"Super 28 Kheechadi","Butter Garlic Charotari Khichdi"
"The Egg junction","Butter Egg Fry (2 Eggs)"
"Shree Balaji Cafe","Butter Dosa's - 2 Nos"
"Davanagere Benne Dose Mane","Butter Dosa"
"Shree Ganesh Vadapav And Dabeli","Butter Dabeli"
"Binharif Dabeli","Butter Dabeli"
"Whitecaps","Butter Croissant"
"Donne Biryani Dream House","Butter Chicken Masala Boneless"
"Tall Blonde French","Butter Chicken Fries"
"Indian Burrito Company","Butter Chicken Bowl"
"Daawat Biryani","Butter Chicken Biryani"
"Modern Biryani Pvt. Ltd.","Butter Chicken Biryani"
"Modern Biryani Pvt. Ltd","Butter Chicken Biryani"
"chicken house","Butter Chicken [Half]"
"Indian Hunger Solution","Butter Chicken (500m1 - Family Pack)"
"New Dubai Hotel","Butter Chicken"
"PUNJABI TADKA","Butter Chicken"
"Ishwar Maggi And Pasta","Butter Cheese Tadka M P Mix"
"Puff.Com","Butter Cheese Puff"
"Chamund Mmakai","Butter Cheese Mix"
"Shree Nikunj Maggi & Pasta, Frenkie Center","Butter Cheese Maggi"
"Jsm Maggi And Pasta","Butter Cheese Macaroni Pasta"
"The Matla Pulav","Butter Cheese Dry Fruit"
"Manna Foods","Butter Cheese Chicken Container"
"Ravis Egg Eatry","Butter Chaap"
"Shree Shakti Fastfood","Butter Bhaji Pav"
"Shri Khodal American Makai","Butter Atta Maggi"
"Taste Of Mumbai-Bombay Street Cafe","Butter and Cheese Tuscany Dosa"
"Vijay Kumar Keshri","Butter Aloo Tikki Burger= [2pcs]"
"Annapurna Idli Corner","Butter & cheese podi masala dhosa"
"Sushi-Bao-Pocket","Burnt Garlic Rice"
"la Pavios Pizzaria","Burn To Hell [10 Inches 25 Cm]"
"Frankie Hub","Burgerishh"
"The Artist Cafe","Burger Combo"
