"name","sum"
"Delhi Paratha Darbar","954"
"Taste of Nation","148"
"Biryani House (Biryani / Chinese / Fast Food)","602"
"Pehlwan Dhaba","102"
"Dakshin Bar & Kitchen","7162"
"Vasant Sagar","83"
"PRAJWAL FAST FOOD CENTER","269"
"Asian Touch","898"
"NRI - Naans & Rolls Of India","319"
"Maharaj","181"
"PRAHAR VADAPAV","287"
"Apple Dhaba","100690"
"QURESHI D-6","394"
"Gurukripa","630"
"MoMo Cha","1347"
"Hotel Trushna","106"
"Hungry Volcano Flavors of Home","171"
"Anant Bhoj","366"
"Royal Hotel And Restaurant","250"
"Bhagwati Fancy Dhosa And Pavbhaji (Vesu)","4292"
"Saras Snacks","593"
"BOLLYWOOD DABELI WADAPAV AND FASTFOOD CORNER","472"
"Nakoda The Family Restaurant","505"
"Biryani & Kebab House","222"
"Hotel Vineela","158819"
"Jimo","102"
"Bawarchi Wala","51"
"IRANI CHAI CAFE","69"
"Preeti Sandwich & Chinese","421"
"Classic Shake & Pizza's","19611"
"Haveli Fast Food","153"
"KRISHA NON VEG FOOD","954"
"Hotel Urmila International","745"
"Hotel Durga","2435"
"Chatkaaras Handi","111"
"Pizza expert","88"
"FAHAD RESTAURANT","329"
"Mammas Food","1514"
"Steamy Street","5227"
"AL FAKHER","69"
"Cooking Food Lovers","248750"
"Slv dosa camp","60"
"TANJAI SUVAI BIRIYANI","0"
"TN94 Shakes and pizza","171"
"Hotet Bawarchi Samrat Restaurant","255"
"Reshma Bhurji Center","5412"
"ZAMZAM RESTAURANT","79"
"Chaat Palace","403"
"Sutthimani","83"
"The Cake Layer","347"
"Sri Tulja Bhavani Food Center","5463"
"Dilli Galiyara","111"
"GURVEER MORNING SPECIAL","1546"
"MITRA'S HANDI","287"
"Shloka Dining Bar","176"
"Hunger wheelz","4245"
"Falam","83"
"Shahi Darbar ( A Palace of Taste)","14981"
"King of Paratha","495"
"SUBAL","37"
"RUMANS FOOD POINT","574"
"Blue Fox - Hotel Minerva Grand","204"
"Test of indore","574"
"CHINESE SPECIALIST","79"
"TIFFIN 727","3824"
"THE PARADISE","84352"
"B Bhagat Tarachand (Mulund)","9829"
"Raj Darbar Restaurant","477"
"SHREE KRISHNA ENTERPRISES","148"
"Jumbo King Burger","11616"
"CHOLE DELIGHT","759"
"Neetaben Theplawala","11176"
"Domiano Pizza","375"
"Shanghai nx","509"
"Habit Coffee Lounge","93"
"Mocha Sky","93"
"Kaveri Fast Food","1676"
"LOOVELY FOOD","38412"
"Kiro (kitchen&bar)","222"
"LA BURGERS","454"
"On Nine by The Imperial Club","13106"
"ASHIM'S","546"
"Mojo Xpress","1417"
"Hatkar Aunty's & Archana's Rasoi","278"
"New Maha Durga Sweets","620"
"Petal Of Love And Cake","15356"
"MADRAS CANTEEN","97"
"Naan Saab","60"
"Roasted Chicken King Restaurant","722"
"Cafe Im'Perfekt","444"
"Bella Bella Mozzarella","347"
"New kalpana mistanna bhander","32"
"Foodie's Tale","250"
"Khatri Tea Stall","259"
"The Mint Multicusine Restaurant","51"
"DILLI WALA","287"
"BB Bihari Babu The Taste of India","2829"
"Punjabi Dragon","1167"
"Bakewell Bakers (GumanPura Wale)","42"
"A1 Patti Samosa","431"
"THE RASOI GHAR","42"
"HORNBILL RESTAURANT","176"
"Ganraj Bhel","46"
"The Baba's Cafe","25741"
"Live Cake","74"
"Cheesy Af Pizzas","569"
"Dosa Point Janki Snacks","644"
"Pizzawich","88"
"BOX & COMBO","60"
"Abad Hot Chicken","74"
"Dhosa Corner","65"
"Sai Malhar Fancy Dhosa","12102"
"MAGIC MIKES  BURGER THERAPY","2338"
"Ratna Vilas","116"
"5 Spice","435"
"13 Parban","60"
"Arun Ice Cream","102"
"Buy 1 Get 1 Free Biryani","523"
"Sheetal Restaurant and Bar","356"
"Saatvik Kitchenette","4292"
"Foster Fork","509"
"Ashu Food World","833"
"Shree Rasanand","26255"
"Its Lucknowi","440"
"It's Local","3384"
"Royal Indian Restaurant - Since 1905","222"
"Klassic momo","3167"
"Jashn E biryani","2852"
"Momo Joint","4283"
"OM SAI FRANKIES","199"
"Hotel Aaswad","79"
"Haldiram's Hotspot","102"
"Rohit Wadewale (Bibwewadi)","116"
"WOW BURGER & SANDWICH","32"
"Amritsari Rasoi","65"
"R K GRAND FOODS","1542"
"Noodle Crave","389"
"Pradnya's Kitchen","46264"
"AUNTY JI K PARANTHE","125"
"G Biryani & Fast Food","755"
"Head chef","32"
"Ji Huzoori","273"
"Solanki Cold Drink House Rankala Stand","486"
"Sardarji Desi Flavors","120"
"DOWNTOWN KITCHEN","4097"
"Twin Pizza's","250"
"Ahare","417"
"Aavi","65"
"The Crunch Affair","287"
"THE MOMOS STORIES","28"
"Sahuji Gajak &Kulfi Bhandar","93"
"Swagat Pavbhaji","60"
"Cafe D Lite","611"
"Biryani Gowda","116"
"Bedi Restaurant","134"
"AMRITSARI DAABA","11463"
"Roll Over Biryani","991"
"Madiha The Kitchen Queen","185"
"Amba Chinese Fast Food","681"
"The Spice Of Foodies","106"
"Famous Anda Bhurji","43954"
"Zhangg","491"
"SHAWARMA GRILL CORNER AND COOL DRINKS","4852"
"Just Dad Kitchen","56"
"BHUPEN CABIN","153"
"Laxmi Bakery","111"
"Delish bakery","245"
"Thakkaaram Restaurant","10398"
"Smoothie n Shakes","49144"
"Salt and Pepper-Hotel Amarvilas","310"
"lucknawi lahzaa restaurant","153"
"APM Hotel","29250"
"TANDOOR A A L","1153"
"surya juice park","4417"
"Indian Special","148"
"THE ITALIAN KITCHEN (PIZZA.COM)","162"
"hong kong wok","1394"
"Cascade Restaurant","13630"
"Ansh Indian Eating Point","231"
"Tasteler cafe","2153"
"Plates on fire","278"
"MATHURAWASI CHAT AND BHALLA CENTER","1444"
"Misal Magic","65"
"THE BURGER FEVER","231"
"Madstreet Delights","815"
"Shree Chinatown Chinese Food","218"
"6ix momos","111"
"TASTE ME BEST RESTAURANT","630"
"Heaven pizza & Cafe (Cafe Rockstar)","51"
"GRYFFINDORS DEN","407"
"MA snacks","421"
"Indian Curry Restaurant","750"
"Pizza 4 U","125"
"Churro Mania","37"
"Haji Biriyani","79"
"Desi Barbeque","37"
"The Taste Of Bengali","144"
"FRENCH FRY SNACKS","125"
"Stuvs kitchen","0"
"HUNGERFREE KITCHEN","1352"
"KINGS CUISINE","352"
"The Singh's Restaurant","18343"
"Mom's Breakfast Magic by Adele","278"
"Bachelors Burger","65"
"The Farm Life Cafe & Store","579"
"Noodle N You","278"
"Cafe Local Katta - Pizza Junction","21440"
"Flamin' Burgers","42060"
"Shahi hotel","384"
"Malhar Dhosa","8226"
"Al Baike Aminabad","79"
"Hot Cakes Bakery & Juice","306"
"Zaika IN","333"
"ANAS SHIMLA BIRYANI","407"
"NAAZ CAFE","218"
"Natraj Bhel","34241"
"Hotel Blue Hills","32"
"Srinidhi Upahar","583"
"Dollop's","56"
"ASIAN EATERY","597"
"Madras Mail","106"
"dragon wok","768"
"Prime Rose","421"
"Lucknow Biryani","51"
"99 FOODS","611"
"Cric's Cafe","8491"
"Breakfast Bee","296"
"The Kebab Junction","394"
"THE FRESH CAKES","491"
"The Curry Nation","1255"
"HOT 'N' COOL","32"
"SHREE MAHALAKSHMI SWEETS","73347"
"Dotivala Bakers","1343"
"Shivaay Sweets","292"
"ITHU NAMMA VEEDU","148"
"SHREEJI BAKERS","310"
"Karnawat Pan Bhojan Prasadi Chat Chopati-Sukhliya","8935"
"Dalchini Family Restaurant","79"
"Dakaar","292"
"Vinayaka Restaurant","153"
"NAKSHATHRA BIRIYANI","903"
"Maa Dakhinkali Special Foods","301"
"Officer's Kitchen","408"
"CAKEY BAKEY THE CAKE SHOP","269"
"Grand Maurya","296"
"CHEF'S RESTAURANT","657"
"The SIZZLER Disc & Lounge","65"
"New Coffee Katta","46"
"The Fry Nation","162"
"AMRUT RESTAURANT & BAR","384"
"Banaras Metro","861"
"Lazeez Gold","171"
"SHIVAR HOTEL","8269"
"Kababiya Thalis & More","204"
"Shivshambhu Tiffin","162"
"Ravi Chicken Corner","54167"
"Tikkas and Curries","46"
"Thai Cinnamon","39347"
"Pal Basant Restaurant And Ice Cream Parlour","634"
"Royal Mystic Bistro","329"
"Arabian Azka","8458"
"SOUTH CAFE","195"
"JOGAJOG AHARER BAHAR","28"
"Chaska Home Kitchen","194"
"Venky's Xprs (Viman Nagar)","287"
"Brother's Amritsari Kulcha","8931"
"Love bite cafe","926"
"Burger And Pizza Bros.","9806"
"Stikstof Ice-Cream Cafe","10014"
"Roll's house & veg chinese","97"
"Cake Bahar","74"
"The Taste Hotel","1250"
"RAJ DARBAR","51"
"THE TANDOOR HOUSE","199"
"APSARA BADAM MILK (SINCE 1972)","356"
"MAA ANNAPURNA HOTEL","28"
"Over Night Kitchen","171"
"DANKA","112773"
"Street Harvest","2935"
"Khandeshi Tadka","157"
"Foodie Adda spice kitchen","301"
"Fredy Foods","97"
"Cafe Bits And Bites","134"
"D9 Restaurant","320"
"Homely Touch","1731"
"Dhevakeeyam Ootusaala","79"
"Hotel Rayalaseema Ruchulu","60"
"MV INN","51"
"Go Green-Kankurgachi","125"
"Bowl Digger","296"
"GREEN INN RESTAURANT","74"
"Balle Balle Trivandrum by Hycinth","1102"
"Jalapenos Food Court","398"
"Hygiene fast food restro","301"
"Tycoon Hotels","4444"
"Eureka Food Hub","1722"
"Pizza Bytes","6884"
"Hudson cafe","125"
"DEAR  CORN SHOP","144"
"PARKVIEW RESTAURANT","88"
"Food lovers restaurant","8417"
"Healthy Junction","4292"
"Burmese Street Food","407"
"Fitbox","181"
"Firangi Kitchen","241"
"Devyani's Kitchen","546"
"cake Lab","500"
"Denzong Delight","954"
"CAFFE FREDDO","5370"
"KIMCHI","375"
"ORDER PLEASE","306"
"Rajmandir milk and milk products","153"
"RASOICORNER","250"
"Vandana","36481"
"Chokha Tiffin And Food","130"
"Sri Ganesh Vilas","449"
"Saahi swad","407"
"Morya Cheese Tuck","134"
"Hotel Akshaya Grand","1537"
"Mohan Churmuri stall","421"
"DELISH DREAMS","79"
"SHAWARMA KINGDOM","3167"
"4Ever Foods","130"
"I LOVE BIRYANI POINT","4273"
"Ayyappa Food Zone","1088"
"HOTEL PRATHMESH","329"
"VPW PIZZA","833"
"CORN KING","152"
"Super Bowl","606"
"Koi Nahi Lagra Chinese","218"
"RAVAGH","120"
"Julie's Kitchen","218"
"Pizza Of The Day","56"
"JANTA DHABA","157"
"Balley Balley","231"
"Supper","199"
"Alfa Alankar Mandi House","731"
"MATKA GARAM","537"
"Sailani Hotel","42"
"YO!CHINA","282"
"RAJAHMUNDRY ROSE MILK CENTRE","24745"
"BUSY BEANS","37"
"Wow Cakes","4389"
"Biso-Citrus Hotel","125"
"CAFE ADDICT","208"
"Hotel Buddha Imperial","106"
"SUN STAR","106"
"Lovely Shudh Vaishno Hotel","9014"
"Equal World Restaurant","1597"
"Lassi day cafe & Burger pav","750"
"Northway Hotel","685"
"MMP Garden Cafe","65181"
"Hotel Sree Meena Shankar","228796"
"Hotel AL Zaika","315"
"Paan Singh D-park","83222"
"Shree Krishnam Food Court","1153"
"71 Orient Street","11375"
"Arabian Mandi House","227"
"Callista Cafe","46"
"Bombay Shiv Sagar","120"
"royal food","213"
"Deeksha","319"
"Mahakal Home Food and Cafe Restaurant","2245"
"Wasabee","403"
"Baan Tao by Hyatt - Kalyani Nagar","1060"
"Grill Chicken Arabian Restaurant","158111"
"Arya's Restaurant","6264"
"Aman Hyderabadi Biryanis","296"
"Sammanna Hotel","102"
"Hotel Sri Ashok Bhavan","32"
"Trippy MoMo","245"
"OLD KOLKATA ROLLS","579"
"Malvani Katta","394"
"ABsAbsolute Barbecues","657"
"Chef Restaurant","65"
"Cheat Day","106"
"Caffeine N Carburetors","273"
"Daawat Ghar Se","111"
"Massey Food World","37"
"Dawat Patrified","125"
"BOMRAS","7833"
"PRINCE FAST FOOD CENTRE","125"
"A Food Story","19500"
"Salim Chiken Biryani Corner","73361"
"Mikado Restaurant","11157"
"PUDHARI","148"
"MANPASAND BIRYANI HOUSE","52134"
"THE WRAPS JUNCTION","36144"
"Shyam Chaat (Khandla Wale)","7171"
"Yummy Handi","38745"
"Ahar Bahari","69"
"THE ARYANS NH 24","102"
"KANI RESTAURANT (pure veg)","11019"
"Hotel Fortune And Moon light Bar","8616"
"Gulab Dhaba","171"
"Cheese Bun Jamboree","949"
"Khau Katta","167"
"Foresto Paradise","972"
"Kartik Foods","213"
"PRATIBHA SNACKS CENTER","403"
"SAIRAT BIRYANI","417"
"Jimmy Boy - Nagargaon","37"
"Neyveli Mudaliar Mess","60"
"Koffee King","250"
"Fast Filling - New Market","1468"
"Icing Sugar","199"
"ZAYQA","28"
"Noodle Kings Restaurant","440"
"LORD OF COMBOS","106"
"Eggs Lover","79"
"AFC (AFC IN TOWN","1491"
"BurgBir","16157"
"Sarada Biryani House","0"
"BILAL FOOD POINT","65"
"Kalatit Cafesta","750"
"Arohi Dining Hall","9278"
"DELICIOUS CUISINES","7782"
"Cakes Cafe","34241"
"THE ICEBERG","301"
"Jalaram Khichdi","11740"
"Ruchi shuchi Pizza Palace","125"
"Sizzle Kitchen","292"
"DELTA FOOD CENTRE (MELACAUVERY)","116"
"SPLASH GAIN","120"
"Kari Dappa","4907"
"The Shap Family Restaurant","74"
"MYSHA RESTAURENT","185"
"Arinis","287"
"THE KOLHAPURI THALI","83"
"AROMA GRILL AND LIQUIDS","213"
"Isiri Multi Cuisine Restaurant","3074"
"BHAVESH SAOJI KITCHEN","417"
"Yashoda Sweets","41620"
"AB DHABA","125"
"Hare krishna Thali","4046"
"Fun feast Food Corner","690"
"Mahalaxmi Kitchen","361"
"Bhojon Bilashi","32"
"JACK N LERRY CAFE","83"
"Madina Restaurant","144"
"Jatins Kitchen","65"
"VAISHNAVI DOSE PALACE","213"
"BIKASH BABU SWEETS","14532"
"Nishant Cafe & Chinese","32"
"MINI'S KITCHEN","139"
"Fusion Foodies Delicious Punjabi Darbar","171"
"Goodman Restaurant","185"
"ATRANGI HIGHWAY KITCHEN","208"
"Shri Radhey Milk Parlour","2389"
"TDC The Dine Culture","0"
"Jamui junction","32"
"Ahmedi Hotel","1315"
"Panaimarathu Biryani Kadai - Original","389"
"Mr Biryani","917"
"Refresh - Juice, Snacks And More","8380"
"Hotel Coastal Residency","51"
"Nalin Chandra Das and Sons","1278"
"Buhari Hotel Tirunelveli","32167"
"CG Chicken Box","176273"
"Cuppycake","69"
"Royal Recipe","921"
"Jungle Cafe And Multicuisine Restaurant","671"
"Hotel Tejpatta","875"
"Nirmal Chinese Centre-Season 2","102"
"Vijayawada Vari Mess","6245"
"99 Bombay Real Fresh Dosa","208"
"Princeton Club","167"
"Nutak Biryani","3176"
"Fantastic 344","963"
"Stuff Zone","2389"
"Home Flavours","51111"
"NISSI RESTAURANT","4759"
"The Mini cake shop","1167"
"Guddy's Kitchen","125"
"FRIEND CHINESE RESTAURANT","273"
"Bombay Blue","4537"
"Land of Cakes","259"
"Pizza Express Pvt Ltd","1421"
"Prasann Bhoj Thali","15019"
"ALL IN ONE BAKERY","2134"
"Udupi Ahaar","116"
"Blue joy haveli restaurant","5500"
"Mr.Kokaraco","662"
"Pizza Kaaran","2889"
"Bhiwandi Darbar","630"
"Marbella's","245"
"Crispy Treats","27009"
"S&S Cafe","1111"
"My Eighteen cafe","93"
"AL KABSA BIRYANI","51"
"Salad Grills","2204"
"MOMOS 4 U","486"
"THE CREAMY LAND","241"
"Waffle Corner","37894"
"F2 ICLYCIOUS","56"
"Bombay Pav Bhaji & Dosa Corner","306"
"LEMON CHILLI","74"
"Biryani swad","296"
"Delicious Cakes and Desserts","106"
"Mumbai Darbaar","593"
"Indian Meal Express","1065"
"CLASSIC RIDER CAFE KARUR","310"
"AALILAA FAMILY RESTAURANT","1065"
"Nawabi Kebabs by FML","3666"
"Bombay Salad Co","9968"
"Bake India Dumdum","56"
"Tahari House","93"
"RushHrs","7487"
"Friday Chicken Co.","208"
"VKon Food Gut Gullie","213"
"Rehman Foods","111"
"Uttar Dakshin by Naivedhyam","56"
"Melt In Magic","231"
"Blendit","111"
"A1 Haji Fast Food Centre","190"
"SHAHID HOTEL","139"
"Tiranga Budhwar peth (Main Branch)","296"
"Shri Krishna Veg Biryani","287"
"HUNGRY HOPE","153"
"Egg Lover's","1208"
"Wok And Roll","181"
"Dine On Bus-Multicuisine Restaurant","37"
"Cream N Crust Cafe","1458"
"BHUKKAR","0"
"Holborn","292"
"The D Pizza - Valsad","1227"
"Pasta Vibes","6370"
"HOTEL MADHUBAN PURE VEG","25741"
"BOX OFFICE CAFE","333"
"Snack Hack","194"
"PAKWAN BAKERY","111"
"Choco Rush","125"
"Aladin Er Tandoor","204"
"Parisons Tea House","65"
"The Grill Father Restaurant","73245"
"Sizzlers Pizza Inn","69"
"Mom's Plate","31185"
"BFF Cafe","4144"
"Bottle Baash","4069"
"DWARKADHISH ENTERPRISES","333"
"China Chilli","356"
"Oriental Stir Fry","213"
"Cookie N Creme","102"
"Maharaja Garden Restaurant & Bar","1042"
"Hamzath Hotel","10301"
"ROLLS PALACE","69"
"Shreya's Kitchen","3407"
"Wishing Well Foods","194"
"Gourmands' Delight","7454"
"O Punjabi","1981"
"Trezeo","171"
"Mewadi Manwar","676"
"Lehja Cafe","778"
"Anokha baghicha","625"
"GURUDATTA BHEL","130"
"KINGDOM OF TASTE","97"
"PANCHMEVA","4639"
"OH IT S MOMO","259"
"KIGA ICECREAM","829"
"Hotel Padmini Garden Restaurant","87833"
"Momo Nation Express","602"
"Star biryani center","111"
"Jay Bhavani Punjabi Khana","2023"
"Sweet Home Confectioners","3324"
"Sri Ramsai Parlour","3481"
"Cook du koo","2796"
"Jimmy hot dog","56"
"Creambell Shoppe","121995"
"PRADIP SNACKS","144"
"KADIAPATTANAM MILITARY HOTEL","338"
"CHHATTISGARH KITCHEN AND VEGETABLE","310"
"MEZBAN SHAHI BIRYANI","65"
"C4U","194"
"Shree Ganesh Food Corner","806"
"IFC So Best","22352"
"Mere Babu Ne Khana Khaya (Cloud Kitchen)","51"
"CHINESE SPECIAL","1162"
"KULUKKI KADAI","8838"
"Khana khazana caters","1519"
"BBC Cafe","27245"
"Kathiyawadi Dhaba","338"
"KSNR COOL DRINKS & ICE CREAMS","907"
"THE GRAND MEHFIL FAMILY RESTAURANT","56"
"Jai maa barahi continental","4380"
"MR. KRISPER","102"
"Mauli Chulha Veg Non Veg Restaurant","185"
"HUNGON","32"
"Tulsi comfort","370"
"THE ROYAL FLAVOUR","93"
"Aabacha Dhaba","366"
"The Sandwich With Coffee Shop","12181"
"The Sky 369 Fast Food","2324"
"Wok magic","630"
"Shree Bhairavnath Misthan Bhandar - Rabdi Guru","1912"
"Shrimant Kachhi Dabeli And Bhadang Bhel","48269"
"Jai Jawan Stall","222"
"Bati Chokha Purvanchal","74"
"Punjabi Kebbab","69"
"24 Barbecue Chicken Shawarma","4792"
"Cake Mines","173995"
"THE ROYAL CAFE","440"
"Dhoper Chop","190"
"Y'S food fusion","801"
"Bikanervala, Gomti Nagar","301"
"Hot Beans","32"
"Brajwasi Caterers & Restraurant","3486"
"SHAHI KHANA","176"
"Pulp Cafe","69"
"Simla Sweets & Bakery","93"
"FOODONS","93"
"MELTISH - The Cheese Cafe'","1704"
"HOI-CHOI UNLIMITED","102"
"Tiranga Biryani & Non Veg","74"
"Aai Ka kitchen","18644"
"MGS Palace","16032"
"Chai Pila","9148"
"Hotel National Biriyani","2671"
"Signature Meals and Bowls","7426"
"Tunday kababi","185"
"KGN BAI VEETU BIRIYANI","37"
"Shree Jai Hind Vaishno Bhojnalaya","213"
"HOTEL VAIBHAV","384"
"Pizza by ovenmaster","366"
"Pavan Omlet","1324"
"Sugar N Spice - Non Veg","30968"
"SAOJI TADKA","417"
"HOTEL CHITRA EXECUTIVE","141310"
"Friendz Cake Shop","0"
"Riya's Kitchen","4329"
"AAryas Fresh Vegetables","148"
"DURVA VEG CULTURE","273"
"ROLLS ROYSE","2231"
"Abhinandan Biriyani Center","2630"
"The Bombay Momo Company","1565"
"Kalpatharu Bakery","4782"
"Cakes,New Alipore","333"
"ITS TIME TO EAT","292"
"Ceylon Bake House","6185"
"Shashwat Gujarati Foods","1324"
"Madaan Egg Corner","111"
"Changa Sweets","74"
"KRAZY SHAKE","20713"
"THE MEAL STORY","208"
"Yummy Paradise","144"
"Koffee King-Sapna Sangeeta","194"
"the hunger box","722"
"Kalpvii Barbeque Operations","6190"
"Pizza guyzz","4444"
"Indian Mashala","97"
"MAANYA TIFFEN CENTER","20046"
"Icy Fusion","297"
"Indrapuri Rajadhani","19009"
"NAMO TEA","366"
"Cravings Mania (Lake Road)","264"
"CHICKEN MAMA","231"
"The Grill Park","56"
"Lucknow Biryani House","194"
"Tiffin Express","676"
"Babar Dosa & Fastfood Center","97"
"Thickshakes story","11417"
"Khichdi Bhandar","176"
"Mr. Brown- DANBRO","204"
"Mannat","422"
"Rajasthani Chai Station","84352"
"Belly Tales","2120"
"MY KEBAB BITE","111"
"To Die For","120"
"Janak Dhaba","49713"
"RK MEAT FOODS","1185"
"Pratape Foods","569"
"RocoMamas","3875"
"Hotel Sarovara Family Restaurant","167"
"Rawalpindi Channi Wale","125"
"Shree Mahalaxmi Mess","4384"
"TAPRI CHAI","157"
"Pabulum Taste Buds","273"
"NAWABI AVADH ROLL","106"
"Royal crunchy chicken","1852"
"TAWAA TAKE AWAY","407"
"Rajdhani Food Express","65"
"Maharaja Restaurant and Cafe","366"
"BASILICO BISTRO","21755"
"Sri Ayyappa Mess","37"
"AHSAN'S RESTAURANT BY AHSAN'S FOOD","130"
"Wok and curry","102"
"Little King's Food Zone","6778"
"Finger Licking Fried Chicken","227"
"RAHASYA RUCHULU","1458"
"Hotel New Pune Bar and Restaurant","352"
"Dessertpur","37"
"Kalandariyas Biriyani","3019"
"ALVINA CAKE & CAFE","319"
"MATHURA BAKE","130"
"Infusion","1477"
"bbq headquarters","222"
"Maharani Sweets & Restaurant","102"
"ROYAL FLAVOURS","102"
"Hao Ming","2648"
"Veer g chaap wale","565"
"Jonny Fast Food","79"
"Licksters","2009"
"The Punjabi Restaurant","55083"
"Pizza Cafe Every Day","519"
"Rumi Gate","83"
"Dominic Pizza Spot","190"
"Royal Fastfood","4486"
"Bina's Fresh Batch Homemade Ice cream","106"
"The Little Eatery","130"
"Baker's Hut","4176"
"Janani Food Zone","1954"
"A1 Hotels","0"
"CAKE BAKERS","1319"
"Tulja Bhavani Restaurant and Bar","236"
"The Perfect Crust","292"
"Rasoi Queen","139"
"Nagri Puneri Tadka","6556"
"TADKA","102"
"HOUSE OF TASTY","106"
"Hotel Banana Leaf","46"
"Sazio Chinese","278"
"Swaad Sadan","185"
"SHIVAM BAKERY","866"
"Dawath Restaurant","690"
"Aagri Tadka","255"
"KEBAB STORIES","162"
"NAGORI TEA STATION","106"
"Chai Shaye","329"
"Aafreen Restaurant","324"
"Hotel Patilwada s Mayra Chinese","65"
"Cake Queen","148"
"Amritsari Swad Food And shakes","69"
"Kung Fu","292"
"DAKSHIN EXPRESS","532"
"Zest House","565"
"Celebration The Cake Shop","194"
"New Zaika","148"
"Laa Chef Restaurant & Bakers","611"
"Hotel Vira","0"
"THANCOS NATURAL ICE CREAM","140458"
"HAJI ALI BIRYANI KOLKATA","93"
"Chawla's Express","556"
"RADHARANI KITCHEN","162"
"Neat Shakes","6921"
"LIL MAN-CHOW","315"
"Kamini Restaurant","3065"
"17 Degrees","319"
"Queen Food Zone","11843"
"Monu Hot Chinese Restaurant","208"
"Aza Restaurant and Grills","9750"
"Friends kitchen","713"
"THE PLANT STORY","463"
"Cinnamon- Hotel Suba Palace","157"
"Rahmaniya Darbar","65"
"Burger Hub - East Fort","4588"
"Radhey Radhey","116"
"Sandwich Town","162"
"EASY LIFE FOOD FACTORY","958"
"Hotel Arab Zaika","444"
"Amiya Snacks","125"
"Rhythm","389"
"Motishree Sweets","3236"
"Gokul Shree","426"
"Belgian Waffles & Chocolates","593"
"Royal Indian Biriyani House","426"
"CHOICE CAFE 1","69"
"CHAUHAN JI ROLL VALE","324"
"Jaiswal Restaurant","79"
"KK TWINS CAKE HOUSE","0"
"The Burger Boulevard","477"
"ANNA BUDDHE","39898"
"VASAVI HOTEL","77639"
"Sri Lakshmi Banglore Bakery","245"
"NEW FRIED CHICKEN","181"
"Shree Cafe and Restaurant","97"
"Thanushree Hotel","130"
"Shivay Ice Cake & pizza house","97"
"Best Bites","4250"
"The Grand Dosa venu","1259"
"Spicyque","21597"
"A.J Burgers N More","116"
"MERA RASOI","1509"
"Hit Wicket","222"
"Sandwich Expert","1421"
"Arafa Hot n Spicy Grill & Briyani","1481"
"SRESHTA FAST FOODS","116"
"Shree Deepsagar Juice & Cold Drinks","139"
"FOOD FOR ALL","222"
"JUMBO IDLI","1278"
"Foodie Bulb","51"
"RAJENDRA SWEET HOME","14995"
"Dhaba Junction","88"
"Sapper Sama","171"
"Toscana Cafe & Bistro","60"
"PIZZA UNIVERSITY","153"
"Tayno BBQ","19500"
"Mukherjee mum caterer","144"
"ROAD SIDE CHICKEN SHAWARMA","120"
"Madras Dosa - Trusted & Hygiene","139"
"Swad Family Restaurant","32"
"Hashtag Thali","329"
"OH! Bihar","162"
"Papa Pencho Da Dhaba","88"
"Coral Bay by Sea Queen Hotel","79"
"Chinese Center And Fast Food","9500"
"Andhra Biryani  (Hydrabadi)","46"
"Monika Ice Cream","8347"
"THE BREW HUBB","46"
"Frankztreat - karikode","37"
"VINAYAK CHINESE AND CORNER","9435"
"Grilled Souls","22352"
"Desi Kulcha","125"
"Roadside Pickups","181"
"Hotel Satna Karim","375"
"Padharo","745"
"The egg time","472"
"Moni Juice Corner","2449"
"HOUSE OF JUICES","10579"
"SRI BRIJWASI","204"
"Skol","2338"
"The New Town Dhaba","282"
"BALAJI HOTEL","282"
"NEW VRINDAVAN GARDEN AND  RESTAURANT","30569"
"CHETTINAD KING RRN FAST FOOD","153"
"Grub Pub","4412"
"Swad Milap Snacks & Family Resto.","458"
"Wanton House","10273"
"Gopal Krishna Veg","1676"
"Anna Vanna","704"
"Hotel Sai  Krupa Veg & Non Veg","389"
"New New York Pizzeria","56"
"Parbhat Sweets","8847"
"THE 9TH PLANET","236"
"CAFE ROUGE","88"
"PRATICHHABI KITCHEN","144"
"Green 9 Restaurant","130"
"TWO STEPS","3352"
"SHREYALI FOODS","134"
"Hotel Udipi","824"
"CLASSIC PIZZA RESTAURANT","2255"
"The Puneri Breakfast","306"
"Aahaa Bhojanambu restaurant","73551"
"Zwarma-The Shawarma Makers","74"
"J.K.Samosawala","9528"
"Sandpiper Tourist Resort","64796"
"ANURADHA's CAKES","120"
"Aquarius fast food","213"
"Hyderabadi House","79"
"Samarth Snacks","4236"
"Trichy Thillai Bhavan","713"
"Sky Altitude","4176"
"BakeOFun","944"
"Zakriya Hotel","2028"
"Eggs & Co.","19500"
"Shreeji Icecream","560"
"AASHIKA BIRIYANI","333"
"Kebab Vibes","93"
"Sharma Chai Pure Veg Point","69"
"KABABI","93"
"LUNCH BOWL","440"
"Aditi Fast Food","93"
"SKG burger zone","1046"
"Sri Janakiram's Restaurant","9750"
"Mumbai Wala Chat/King Of Mandi","102"
"Machchhi Corner","273"
"Vishnu Sweets","46931"
"Anny's Burger","74"
"HANGRY BABA","111"
"Rashi Veg Biryani","167"
"CHARLIE BAKERY & FAST FOOD","2231"
"California Hotel","162"
"SWEET TOOTH","1495"
"Woodspeen","102"
"THE CAKE CRAFT","97"
"CAFE COOL CORNER","106"
"DEE's Keto","16755"
"UDUPI KRISHNA RESTAURANT","329"
"CHELLAMMAL HOTEL","12231"
"Prabhu Bombay Bhel Pakodi","3593"
